Iteration 1: c = ), s = , state = 0
Iteration 14539: c = (, s = rseser, state = 9
Iteration 14540: c = {, s = trr, state = 9
Iteration 14541: c = a, s = rtrtrr, state = 9
Iteration 14542: c =  , s = ee, state = 9
Iteration 14543: c = a, s = ete, state = 9
Iteration 14544: c = ], s = e, state = 9
Iteration 14545: c = ), s = sss, state = 9
Iteration 14546: c = x, s = ssssrt, state = 9
Iteration 14547: c = {, s = , state = 9
Iteration 14548: c = }, s = tesetr, state = 9
Iteration 14549: c = {, s = es, state = 9
Iteration 14550: c = ), s = ertssr, state = 9
Iteration 14551: c = {, s = etsrrr, state = 9
Iteration 14552: c = (, s = r, state = 9
Iteration 14553: c = }, s = rses, state = 9
Iteration 14554: c = [, s = tttt, state = 9
Iteration 14555: c = }, s = estsre, state = 9
Iteration 14556: c = }, s = rester, state = 9
Iteration 14557: c = ], s = sete, state = 9
Iteration 14558: c = a, s = r, state = 9
Iteration 14559: c =  , s = st, state = 9
Iteration 14560: c = {, s = rr, state = 9
Iteration 14561: c = x, s = srtter, state = 9
Iteration 14562: c = a, s = , state = 9
Iteration 14563: c = {, s = terrtt, state = 9
Iteration 14564: c =  , s = e, state = 9
Iteration 14565: c = a, s = ttse, state = 9
Iteration 14566: c = x, s = trters, state = 9
Iteration 14567: c = (, s = r, state = 9
Iteration 14568: c = x, s = tretst, state = 9
Iteration 14569: c = a, s = tsrtes, state = 9
Iteration 14570: c = ), s = , state = 9
Iteration 14571: c = (, s = teet, state = 9
Iteration 14572: c = [, s = , state = 9
Iteration 14573: c = ), s = , state = 9
Iteration 14574: c = a, s = , state = 9
Iteration 14575: c = [, s = , state = 9
Iteration 14576: c = ], s = t, state = 9
Iteration 14577: c = [, s = sester, state = 9
Iteration 14578: c = (, s = et, state = 9
Iteration 14579: c = (, s = eeetes, state = 9
Iteration 14580: c = (, s = rr, state = 9
Iteration 14581: c = {, s = e, state = 9
Iteration 14582: c = (, s = trte, state = 9
Iteration 14583: c = [, s = erstr, state = 9
Iteration 14584: c = (, s = eet, state = 9
Iteration 14585: c = {, s = ste, state = 9
Iteration 14586: c = (, s = e, state = 9
Iteration 14587: c = [, s = resree, state = 9
Iteration 14588: c = a, s = s, state = 9
Iteration 14589: c = {, s = , state = 9
Iteration 14590: c = }, s = trrsst, state = 9
Iteration 14591: c = [, s = , state = 9
Iteration 14592: c = (, s = tssee, state = 9
Iteration 14593: c = a, s = r, state = 9
Iteration 14594: c = ), s = stsees, state = 9
Iteration 14595: c = ], s = srts, state = 9
Iteration 14596: c = {, s = eesrsr, state = 9
Iteration 14597: c = (, s = , state = 9
Iteration 14598: c = (, s = ees, state = 9
Iteration 14599: c = x, s = rsstt, state = 9
Iteration 14600: c = {, s = ee, state = 9
Iteration 14601: c = }, s = rr, state = 9
Iteration 14602: c = [, s = , state = 9
Iteration 14603: c = [, s = r, state = 9
Iteration 14604: c = a, s = , state = 9
Iteration 14605: c = ], s = ss, state = 9
Iteration 14606: c = {, s = rss, state = 9
Iteration 14607: c = ), s = rt, state = 9
Iteration 14608: c = x, s = s, state = 9
Iteration 14609: c = {, s = ssrtts, state = 9
Iteration 14610: c = {, s = st, state = 9
Iteration 14611: c = ), s = e, state = 9
Iteration 14612: c = [, s = t, state = 9
Iteration 14613: c = {, s = , state = 9
Iteration 14614: c = ], s = ss, state = 9
Iteration 14615: c = a, s = e, state = 9
Iteration 14616: c = x, s = , state = 9
Iteration 14617: c = a, s = r, state = 9
Iteration 14618: c =  , s = strers, state = 9
Iteration 14619: c = [, s = , state = 9
Iteration 14620: c =  , s = tsrsse, state = 9
Iteration 14621: c = [, s = r, state = 9
Iteration 14622: c =  , s = rs, state = 9
Iteration 14623: c = }, s = retsee, state = 9
Iteration 14624: c = {, s = r, state = 9
Iteration 14625: c =  , s = e, state = 9
Iteration 14626: c = a, s = ere, state = 9
Iteration 14627: c = [, s = r, state = 9
Iteration 14628: c = {, s = te, state = 9
Iteration 14629: c = x, s = rrses, state = 9
Iteration 14630: c = }, s = eettrr, state = 9
Iteration 14631: c = a, s = srss, state = 9
Iteration 14632: c = a, s = eeers, state = 9
Iteration 14633: c = ), s = s, state = 9
Iteration 14634: c = ], s = tsrr, state = 9
Iteration 14635: c = a, s = rrtsrr, state = 9
Iteration 14636: c = [, s = , state = 9
Iteration 14637: c =  , s = rtrser, state = 9
Iteration 14638: c = x, s = , state = 9
Iteration 14639: c =  , s = ertrrr, state = 9
Iteration 14640: c = [, s = ttesss, state = 9
Iteration 14641: c = ), s = e, state = 9
Iteration 14642: c = {, s = rtssr, state = 9
Iteration 14643: c = {, s = steser, state = 9
Iteration 14644: c = a, s = rtterr, state = 9
Iteration 14645: c = (, s = se, state = 9
Iteration 14646: c = }, s = srsetr, state = 9
Iteration 14647: c = a, s = , state = 9
Iteration 14648: c = ), s = rrsttr, state = 9
Iteration 14649: c = ], s = , state = 9
Iteration 14650: c =  , s = s, state = 9
Iteration 14651: c = [, s = eeeret, state = 9
Iteration 14652: c = [, s = rsste, state = 9
Iteration 14653: c = }, s = erttes, state = 9
Iteration 14654: c = (, s = , state = 9
Iteration 14655: c = {, s = s, state = 9
Iteration 14656: c = x, s = tr, state = 9
Iteration 14657: c = [, s = , state = 9
Iteration 14658: c = [, s = ere, state = 9
Iteration 14659: c = ), s = sst, state = 9
Iteration 14660: c = a, s = rr, state = 9
Iteration 14661: c = {, s = rersrr, state = 9
Iteration 14662: c = x, s = t, state = 9
Iteration 14663: c = ], s = reeerr, state = 9
Iteration 14664: c = x, s = ttrtt, state = 9
Iteration 14665: c = [, s = st, state = 9
Iteration 14666: c = {, s = r, state = 9
Iteration 14667: c = ], s = et, state = 9
Iteration 14668: c = ], s = e, state = 9
Iteration 14669: c = }, s = sttess, state = 9
Iteration 14670: c = ], s = s, state = 9
Iteration 14671: c = ), s = terts, state = 9
Iteration 14672: c = (, s = , state = 9
Iteration 14673: c = }, s = tt, state = 9
Iteration 14674: c = [, s = r, state = 9
Iteration 14675: c = {, s = ttessr, state = 9
Iteration 14676: c = [, s = ttrsrr, state = 9
Iteration 14677: c = [, s = r, state = 9
Iteration 14678: c = x, s = , state = 9
Iteration 14679: c =  , s = eettrt, state = 9
Iteration 14680: c = {, s = ee, state = 9
Iteration 14681: c = ), s = , state = 9
Iteration 14682: c =  , s = ree, state = 9
Iteration 14683: c = [, s = stsste, state = 9
Iteration 14684: c = ], s = terees, state = 9
Iteration 14685: c = x, s = res, state = 9
Iteration 14686: c = [, s = ere, state = 9
Iteration 14687: c = a, s = ese, state = 9
Iteration 14688: c = (, s = trtrr, state = 9
Iteration 14689: c = a, s = errers, state = 9
Iteration 14690: c =  , s = tr, state = 9
Iteration 14691: c = (, s = , state = 9
Iteration 14692: c = ), s = , state = 9
Iteration 14693: c = [, s = ss, state = 9
Iteration 14694: c =  , s = , state = 9
Iteration 14695: c = a, s = r, state = 9
Iteration 14696: c = [, s = rr, state = 9
Iteration 14697: c = [, s = rtr, state = 9
Iteration 14698: c =  , s = trt, state = 9
Iteration 14699: c = {, s = esr, state = 9
Iteration 14700: c = ), s = ees, state = 9
Iteration 14701: c = }, s = rstte, state = 9
Iteration 14702: c = [, s = , state = 9
Iteration 14703: c = {, s = sses, state = 9
Iteration 14704: c = ], s = ser, state = 9
Iteration 14705: c = (, s = rterrt, state = 9
Iteration 14706: c = ), s = , state = 9
Iteration 14707: c = (, s = , state = 9
Iteration 14708: c = ], s = sre, state = 9
Iteration 14709: c = ], s = trstts, state = 9
Iteration 14710: c = ), s = t, state = 9
Iteration 14711: c = }, s = setr, state = 9
Iteration 14712: c = (, s = sttt, state = 9
Iteration 14713: c = }, s = r, state = 9
Iteration 14714: c = ], s = eese, state = 9
Iteration 14715: c = {, s = ee, state = 9
Iteration 14716: c = [, s = rsesee, state = 9
Iteration 14717: c = x, s = rrerr, state = 9
Iteration 14718: c = [, s = sr, state = 9
Iteration 14719: c = ], s = sters, state = 9
Iteration 14720: c = ), s = , state = 9
Iteration 14721: c = x, s = t, state = 9
Iteration 14722: c = }, s = , state = 9
Iteration 14723: c = {, s = es, state = 9
Iteration 14724: c = (, s = s, state = 9
Iteration 14725: c = ), s = reet, state = 9
Iteration 14726: c = (, s = serrrt, state = 9
Iteration 14727: c = ], s = errtet, state = 9
Iteration 14728: c = x, s = etsrss, state = 9
Iteration 14729: c = ), s = eee, state = 9
Iteration 14730: c =  , s = ttt, state = 9
Iteration 14731: c = (, s = tstssr, state = 9
Iteration 14732: c = }, s = s, state = 9
Iteration 14733: c = {, s = , state = 9
Iteration 14734: c = }, s = set, state = 9
Iteration 14735: c = a, s = t, state = 9
Iteration 14736: c = {, s = , state = 9
Iteration 14737: c = }, s = er, state = 9
Iteration 14738: c = [, s = seet, state = 9
Iteration 14739: c = x, s = s, state = 9
Iteration 14740: c = ], s = seetsr, state = 9
Iteration 14741: c = x, s = eeters, state = 9
Iteration 14742: c = a, s = rrtser, state = 9
Iteration 14743: c = ], s = te, state = 9
Iteration 14744: c = a, s = etrste, state = 9
Iteration 14745: c = (, s = ereeer, state = 9
Iteration 14746: c = (, s = eerret, state = 9
Iteration 14747: c = x, s = , state = 9
Iteration 14748: c = (, s = ee, state = 9
Iteration 14749: c = ], s = , state = 9
Iteration 14750: c = [, s = t, state = 9
Iteration 14751: c =  , s = et, state = 9
Iteration 14752: c = (, s = etress, state = 9
Iteration 14753: c = }, s = rsrrrs, state = 9
Iteration 14754: c = [, s = tt, state = 9
Iteration 14755: c = ], s = t, state = 9
Iteration 14756: c = {, s = st, state = 9
Iteration 14757: c = {, s = tt, state = 9
Iteration 14758: c = ], s = stees, state = 9
Iteration 14759: c = }, s = , state = 9
Iteration 14760: c = }, s = sree, state = 9
Iteration 14761: c = {, s = se, state = 9
Iteration 14762: c = (, s = srt, state = 9
Iteration 14763: c = ], s = sreset, state = 9
Iteration 14764: c = x, s = ssstt, state = 9
Iteration 14765: c = (, s = eet, state = 9
Iteration 14766: c = }, s = , state = 9
Iteration 14767: c = [, s = rersre, state = 9
Iteration 14768: c = x, s = , state = 9
Iteration 14769: c = ], s = e, state = 9
Iteration 14770: c = [, s = seetet, state = 9
Iteration 14771: c = (, s = e, state = 9
Iteration 14772: c = {, s = rse, state = 9
Iteration 14773: c = }, s = , state = 9
Iteration 14774: c = ], s = tr, state = 9
Iteration 14775: c = }, s = , state = 9
Iteration 14776: c = x, s = r, state = 9
Iteration 14777: c = {, s = ee, state = 9
Iteration 14778: c =  , s = ssee, state = 9
Iteration 14779: c = x, s = ee, state = 9
Iteration 14780: c = a, s = , state = 9
Iteration 14781: c = ), s = es, state = 9
Iteration 14782: c = x, s = esetrs, state = 9
Iteration 14783: c = ), s = , state = 9
Iteration 14784: c = }, s = eesrts, state = 9
Iteration 14785: c = {, s = eestst, state = 9
Iteration 14786: c = ], s = teses, state = 9
Iteration 14787: c =  , s = sttt, state = 9
Iteration 14788: c = {, s = seste, state = 9
Iteration 14789: c = [, s = srs, state = 9
Iteration 14790: c = a, s = tt, state = 9
Iteration 14791: c = {, s = er, state = 9
Iteration 14792: c = a, s = , state = 9
Iteration 14793: c = (, s = ese, state = 9
Iteration 14794: c = [, s = s, state = 9
Iteration 14795: c = {, s = eeteee, state = 9
Iteration 14796: c = {, s = tsteet, state = 9
Iteration 14797: c = ], s = eerss, state = 9
Iteration 14798: c = }, s = tr, state = 9
Iteration 14799: c = ), s = , state = 9
Iteration 14800: c = [, s = serrtt, state = 9
Iteration 14801: c = [, s = r, state = 9
Iteration 14802: c = (, s = s, state = 9
Iteration 14803: c = (, s = eerret, state = 9
Iteration 14804: c = {, s = , state = 9
Iteration 14805: c = a, s = rtst, state = 9
Iteration 14806: c = (, s = , state = 9
Iteration 14807: c = x, s = rs, state = 9
Iteration 14808: c = }, s = , state = 9
Iteration 14809: c = ], s = s, state = 9
Iteration 14810: c = ), s = , state = 9
Iteration 14811: c = {, s = srs, state = 9
Iteration 14812: c = (, s = rssrtr, state = 9
Iteration 14813: c = [, s = r, state = 9
Iteration 14814: c = a, s = sesrst, state = 9
Iteration 14815: c = }, s = , state = 9
Iteration 14816: c =  , s = rr, state = 9
Iteration 14817: c = (, s = rtett, state = 9
Iteration 14818: c = ), s = , state = 9
Iteration 14819: c = ), s = rststs, state = 9
Iteration 14820: c = ], s = esrrs, state = 9
Iteration 14821: c = [, s = , state = 9
Iteration 14822: c = a, s = rtr, state = 9
Iteration 14823: c = {, s = tre, state = 9
Iteration 14824: c = }, s = er, state = 9
Iteration 14825: c = (, s = , state = 9
Iteration 14826: c = {, s = ester, state = 9
Iteration 14827: c = }, s = ttsst, state = 9
Iteration 14828: c =  , s = se, state = 9
Iteration 14829: c = (, s = strtee, state = 9
Iteration 14830: c =  , s = rsrrtt, state = 9
Iteration 14831: c = ), s = ts, state = 9
Iteration 14832: c = [, s = rtseet, state = 9
Iteration 14833: c = a, s = st, state = 9
Iteration 14834: c = ], s = rrtrse, state = 9
Iteration 14835: c = a, s = sttrss, state = 9
Iteration 14836: c = [, s = , state = 9
Iteration 14837: c =  , s = rtte, state = 9
Iteration 14838: c = }, s = etre, state = 9
Iteration 14839: c =  , s = s, state = 9
Iteration 14840: c = (, s = ree, state = 9
Iteration 14841: c =  , s = stre, state = 9
Iteration 14842: c = ], s = ses, state = 9
Iteration 14843: c = ], s = teerts, state = 9
Iteration 14844: c = (, s = st, state = 9
Iteration 14845: c = [, s = rres, state = 9
Iteration 14846: c = a, s = , state = 9
Iteration 14847: c = x, s = , state = 9
Iteration 14848: c = ], s = es, state = 9
Iteration 14849: c = {, s = s, state = 9
Iteration 14850: c = [, s = s, state = 9
Iteration 14851: c = x, s = , state = 9
Iteration 14852: c = [, s = rrsrer, state = 9
Iteration 14853: c = a, s = etese, state = 9
Iteration 14854: c = }, s = rr, state = 9
Iteration 14855: c = ], s = ts, state = 9
Iteration 14856: c = }, s = s, state = 9
Iteration 14857: c = ], s = , state = 9
Iteration 14858: c = ], s = rtst, state = 9
Iteration 14859: c = {, s = rsttts, state = 9
Iteration 14860: c = a, s = , state = 9
Iteration 14861: c = a, s = , state = 9
Iteration 14862: c =  , s = t, state = 9
Iteration 14863: c = ), s = tt, state = 9
Iteration 14864: c = }, s = et, state = 9
Iteration 14865: c = ), s = e, state = 9
Iteration 14866: c = }, s = tre, state = 9
Iteration 14867: c = ], s = trs, state = 9
Iteration 14868: c = }, s = ts, state = 9
Iteration 14869: c = a, s = , state = 9
Iteration 14870: c = (, s = , state = 9
Iteration 14871: c =  , s = rtt, state = 9
Iteration 14872: c = ), s = etstst, state = 9
Iteration 14873: c = {, s = ttrers, state = 9
Iteration 14874: c = {, s = ts, state = 9
Iteration 14875: c =  , s = trr, state = 9
Iteration 14876: c = }, s = r, state = 9
Iteration 14877: c = [, s = r, state = 9
Iteration 14878: c = }, s = , state = 9
Iteration 14879: c = ], s = setr, state = 9
Iteration 14880: c = (, s = r, state = 9
Iteration 14881: c = {, s = ts, state = 9
Iteration 14882: c =  , s = r, state = 9
Iteration 14883: c = x, s = terrt, state = 9
Iteration 14884: c = (, s = essrrt, state = 9
Iteration 14885: c = x, s = rsrrrs, state = 9
Iteration 14886: c = ), s = estete, state = 9
Iteration 14887: c = ], s = rsrtre, state = 9
Iteration 14888: c = ), s = , state = 9
Iteration 14889: c = }, s = rssere, state = 9
Iteration 14890: c = (, s = rssete, state = 9
Iteration 14891: c = }, s = tertte, state = 9
Iteration 14892: c = }, s = , state = 9
Iteration 14893: c = {, s = stsee, state = 9
Iteration 14894: c = x, s = e, state = 9
Iteration 14895: c = a, s = rtetes, state = 9
Iteration 14896: c = {, s = r, state = 9
Iteration 14897: c = ), s = , state = 9
Iteration 14898: c = [, s = tr, state = 9
Iteration 14899: c = ], s = rtees, state = 9
Iteration 14900: c = x, s = , state = 9
Iteration 14901: c =  , s = rrr, state = 9
Iteration 14902: c = a, s = esetst, state = 9
Iteration 14903: c = ), s = rttess, state = 9
Iteration 14904: c = }, s = etet, state = 9
Iteration 14905: c = {, s = tsrtes, state = 9
Iteration 14906: c = }, s = , state = 9
Iteration 14907: c = x, s = tesete, state = 9
Iteration 14908: c = (, s = , state = 9
Iteration 14909: c = a, s = , state = 9
Iteration 14910: c = (, s = ret, state = 9
Iteration 14911: c = a, s = es, state = 9
Iteration 14912: c = ], s = eeets, state = 9
Iteration 14913: c = [, s = t, state = 9
Iteration 14914: c = }, s = eeeesr, state = 9
Iteration 14915: c = ], s = rrtes, state = 9
Iteration 14916: c = ], s = ts, state = 9
Iteration 14917: c = a, s = e, state = 9
Iteration 14918: c =  , s = sssssr, state = 9
Iteration 14919: c = ), s = rrrrrr, state = 9
Iteration 14920: c = ], s = e, state = 9
Iteration 14921: c = ], s = , state = 9
Iteration 14922: c = a, s = , state = 9
Iteration 14923: c = ), s = e, state = 9
Iteration 14924: c = {, s = , state = 9
Iteration 14925: c = a, s = , state = 9
Iteration 14926: c = a, s = , state = 9
Iteration 14927: c = a, s = ssttrr, state = 9
Iteration 14928: c = }, s = tsesse, state = 9
Iteration 14929: c = }, s = et, state = 9
Iteration 14930: c = ], s = tse, state = 9
Iteration 14931: c = (, s = rrt, state = 9
Iteration 14932: c = {, s = , state = 9
Iteration 14933: c = }, s = str, state = 9
Iteration 14934: c = (, s = trtrst, state = 9
Iteration 14935: c =  , s = trreet, state = 9
Iteration 14936: c = ), s = tsrsrr, state = 9
Iteration 14937: c = x, s = r, state = 9
Iteration 14938: c = ), s = , state = 9
Iteration 14939: c = [, s = sers, state = 9
Iteration 14940: c = {, s = , state = 9
Iteration 14941: c = a, s = srtes, state = 9
Iteration 14942: c = ], s = , state = 9
Iteration 14943: c = x, s = e, state = 9
Iteration 14944: c = ], s = e, state = 9
Iteration 14945: c = [, s = t, state = 9
Iteration 14946: c = ), s = rsr, state = 9
Iteration 14947: c =  , s = tsestr, state = 9
Iteration 14948: c = ), s = tssrse, state = 9
Iteration 14949: c = a, s = t, state = 9
Iteration 14950: c = a, s = srseee, state = 9
